timestamp,value
2026-06-14T12:27:47.548017,79.721467
2026-06-14T12:27:47.549446,84.210381
2026-06-14T12:27:47.550874,81.239212
2026-06-14T12:27:47.552303,83.239091
2026-06-14T12:27:47.553731,83.404160
2026-06-14T12:27:47.555160,81.172566
2026-06-14T12:27:47.556588,81.588047
2026-06-14T12:27:47.558017,83.890690
2026-06-14T12:27:47.559446,83.072494
2026-06-14T12:27:47.560874,84.919262
2026-06-14T12:27:47.562303,81.987947
2026-06-14T12:27:47.563731,83.213778
2026-06-14T12:27:47.565160,81.344083
2026-06-14T12:27:47.566588,80.648469
2026-06-14T12:27:47.568017,82.144219
2026-06-14T12:27:47.569446,81.032699
2026-06-14T12:27:47.570874,81.947310
2026-06-14T12:27:47.572303,83.791894
2026-06-14T12:27:47.573731,81.426697
2026-06-14T12:27:47.575160,82.483727
2026-06-14T12:27:47.576588,82.312070
2026-06-14T12:27:47.578017,82.848369
2026-06-14T12:27:47.579446,82.346097
2026-06-14T12:27:47.580874,80.923210
2026-06-14T12:27:47.582303,81.314439
2026-06-14T12:27:47.583731,81.856906
2026-06-14T12:27:47.585160,81.972814
2026-06-14T12:27:47.586588,82.785580
2026-06-14T12:27:47.588017,81.260711
2026-06-14T12:27:47.589446,82.538678
2026-06-14T12:27:47.590874,82.280973
2026-06-14T12:27:47.592303,84.909598
2026-06-14T12:27:47.593731,80.362412
2026-06-14T12:27:47.595160,82.202994
2026-06-14T12:27:47.596588,82.657116
2026-06-14T12:27:47.598017,83.715129
2026-06-14T12:27:47.599446,82.898392
2026-06-14T12:27:47.600874,83.604283
2026-06-14T12:27:47.602303,85.319523
2026-06-14T12:27:47.603731,79.450982
2026-06-14T12:27:47.605160,80.280123
2026-06-14T12:27:47.606588,80.018970
2026-06-14T12:27:47.608017,81.711305
2026-06-14T12:27:47.609446,80.546979
2026-06-14T12:27:47.610874,82.543938
2026-06-14T12:27:47.612303,81.270434
2026-06-14T12:27:47.613731,84.248385
2026-06-14T12:27:47.615160,78.004740
2026-06-14T12:27:47.616588,82.161469
2026-06-14T12:27:47.618017,81.389596
2026-06-14T12:27:47.619446,82.335917
2026-06-14T12:27:47.620874,80.027809
2026-06-14T12:27:47.622303,82.398061
2026-06-14T12:27:47.623731,82.436623
2026-06-14T12:27:47.625160,82.309147
2026-06-14T12:27:47.626588,81.980696
2026-06-14T12:27:47.628017,82.624676
2026-06-14T12:27:47.629446,79.002267
2026-06-14T12:27:47.630874,82.714653
2026-06-14T12:27:47.632303,82.303199
2026-06-14T12:27:47.633731,79.833398
2026-06-14T12:27:47.635160,84.856123
2026-06-14T12:27:47.636588,82.925673
2026-06-14T12:27:47.638017,81.855326
2026-06-14T12:27:47.639446,82.715612
2026-06-14T12:27:47.640874,82.557315
2026-06-14T12:27:47.642303,81.639680
2026-06-14T12:27:47.643731,79.009600
2026-06-14T12:27:47.645160,80.891651
2026-06-14T12:27:47.646588,81.528103
2026-06-14T12:27:47.648017,82.055597
2026-06-14T12:27:47.649446,81.583114
2026-06-14T12:27:47.650874,84.505924
2026-06-14T12:27:47.652303,82.048206
2026-06-14T12:27:47.653731,81.331318
2026-06-14T12:27:47.655160,82.743914
2026-06-14T12:27:47.656588,81.144239
2026-06-14T12:27:47.658017,83.117459
2026-06-14T12:27:47.659446,81.023311
2026-06-14T12:27:47.660874,83.095973
2026-06-14T12:27:47.662303,82.865255
2026-06-14T12:27:47.663731,81.529041
2026-06-14T12:27:47.665160,83.207286
2026-06-14T12:27:47.666588,82.340873
2026-06-14T12:27:47.668017,81.727604
2026-06-14T12:27:47.669446,80.987446
2026-06-14T12:27:47.670874,82.367351
2026-06-14T12:27:47.672303,80.855909
2026-06-14T12:27:47.673731,80.175738
2026-06-14T12:27:47.675160,80.509303
2026-06-14T12:27:47.676588,84.594067
2026-06-14T12:27:47.678017,81.907187
2026-06-14T12:27:47.679446,80.613005
2026-06-14T12:27:47.680874,82.378662
2026-06-14T12:27:47.682303,80.171678
2026-06-14T12:27:47.683731,82.816907
2026-06-14T12:27:47.685160,79.714528
2026-06-14T12:27:47.686588,79.929853
2026-06-14T12:27:47.688017,83.399101
2026-06-14T12:27:47.689446,85.189209
2026-06-14T12:27:47.690874,81.693076
2026-06-14T12:27:47.692303,82.295261
2026-06-14T12:27:47.693731,81.413094
2026-06-14T12:27:47.695160,81.740851
2026-06-14T12:27:47.696588,83.387001
2026-06-14T12:27:47.698017,81.283621
2026-06-14T12:27:47.699446,80.507759
2026-06-14T12:27:47.700874,80.397150
2026-06-14T12:27:47.702303,80.239980
2026-06-14T12:27:47.703731,81.912744
2026-06-14T12:27:47.705160,82.940082
2026-06-14T12:27:47.706588,81.050405
2026-06-14T12:27:47.708017,81.809993
2026-06-14T12:27:47.709446,82.088445
2026-06-14T12:27:47.710874,81.990935
2026-06-14T12:27:47.712303,82.644924
2026-06-14T12:27:47.713731,82.318241
2026-06-14T12:27:47.715160,82.094440
2026-06-14T12:27:47.716588,81.411820
2026-06-14T12:27:47.718017,82.779817
2026-06-14T12:27:47.719446,82.804874
2026-06-14T12:27:47.720874,83.772459
2026-06-14T12:27:47.722303,78.659320
2026-06-14T12:27:47.723731,83.002355
2026-06-14T12:27:47.725160,83.082648
2026-06-14T12:27:47.726588,84.491089
2026-06-14T12:27:47.728017,82.177578
2026-06-14T12:27:47.729446,81.254714
2026-06-14T12:27:47.730874,81.539665
2026-06-14T12:27:47.732303,80.214643
2026-06-14T12:27:47.733731,80.183085
2026-06-14T12:27:47.735160,81.298609
2026-06-14T12:27:47.736588,79.666128
2026-06-14T12:27:47.738017,80.099750
2026-06-14T12:27:47.739446,82.684228
2026-06-14T12:27:47.740874,83.112887
2026-06-14T12:27:47.742303,80.761666
2026-06-14T12:27:47.743731,82.103895
2026-06-14T12:27:47.745160,80.790614
2026-06-14T12:27:47.746588,80.905199
2026-06-14T12:27:47.748017,83.685259
2026-06-14T12:27:47.749446,84.086708
2026-06-14T12:27:47.750874,82.048180
2026-06-14T12:27:47.752303,81.910088
2026-06-14T12:27:47.753731,82.177785
2026-06-14T12:27:47.755160,84.305250
2026-06-14T12:27:47.756588,78.784022
2026-06-14T12:27:47.758017,83.818682
2026-06-14T12:27:47.759446,81.179459
2026-06-14T12:27:47.760874,82.669136
2026-06-14T12:27:47.762303,82.293443
2026-06-14T12:27:47.763731,82.841209
2026-06-14T12:27:47.765160,81.977195
2026-06-14T12:27:47.766588,81.429133
2026-06-14T12:27:47.768017,83.313579
2026-06-14T12:27:47.769446,80.570417
2026-06-14T12:27:47.770874,79.861478
2026-06-14T12:27:47.772303,82.087961
2026-06-14T12:27:47.773731,82.902806
2026-06-14T12:27:47.775160,82.858037
2026-06-14T12:27:47.776588,83.803210
2026-06-14T12:27:47.778017,82.057632
2026-06-14T12:27:47.779446,82.401583
2026-06-14T12:27:47.780874,82.031070
2026-06-14T12:27:47.782303,80.985337
2026-06-14T12:27:47.783731,82.296041
2026-06-14T12:27:47.785160,84.361541
2026-06-14T12:27:47.786588,80.711225
2026-06-14T12:27:47.788017,83.314777
2026-06-14T12:27:47.789446,83.197473
2026-06-14T12:27:47.790874,81.812809
2026-06-14T12:27:47.792303,82.098477
2026-06-14T12:27:47.793731,80.205206
2026-06-14T12:27:47.795160,80.911155
2026-06-14T12:27:47.796588,80.355488
2026-06-14T12:27:47.798017,81.097476
2026-06-14T12:27:47.799446,80.073743
2026-06-14T12:27:47.800874,80.247617
2026-06-14T12:27:47.802303,81.256007
2026-06-14T12:27:47.803731,82.901219
2026-06-14T12:27:47.805160,82.451333
2026-06-14T12:27:47.806588,81.107925
2026-06-14T12:27:47.808017,83.178647
2026-06-14T12:27:47.809446,81.309915
2026-06-14T12:27:47.810874,83.457842
2026-06-14T12:27:47.812303,82.142468
2026-06-14T12:27:47.813731,82.705882
2026-06-14T12:27:47.815160,81.328255
2026-06-14T12:27:47.816588,82.155896
2026-06-14T12:27:47.818017,80.347933
2026-06-14T12:27:47.819446,81.643310
2026-06-14T12:27:47.820874,81.617799
2026-06-14T12:27:47.822303,82.618258
2026-06-14T12:27:47.823731,81.287503
2026-06-14T12:27:47.825160,81.380093
