timestamp,value
2026-06-14T12:27:46.643065,375.005840
2026-06-14T12:27:46.644494,386.691763
2026-06-14T12:27:46.645922,398.246507
2026-06-14T12:27:46.647351,405.391503
2026-06-14T12:27:46.648779,399.962456
2026-06-14T12:27:46.650208,396.662652
2026-06-14T12:27:46.651636,388.369194
2026-06-14T12:27:46.653065,376.483198
2026-06-14T12:27:46.654494,364.249657
2026-06-14T12:27:46.655922,350.271393
2026-06-14T12:27:46.657351,344.610520
2026-06-14T12:27:46.658779,348.633352
2026-06-14T12:27:46.660208,352.984105
2026-06-14T12:27:46.661636,362.702360
2026-06-14T12:27:46.663065,377.581847
2026-06-14T12:27:46.664494,390.155310
2026-06-14T12:27:46.665922,400.910333
2026-06-14T12:27:46.667351,404.996706
2026-06-14T12:27:46.668779,404.886304
2026-06-14T12:27:46.670208,395.985950
2026-06-14T12:27:46.671636,387.774778
2026-06-14T12:27:46.673065,375.410481
2026-06-14T12:27:46.674494,363.421101
2026-06-14T12:27:46.675922,351.690289
2026-06-14T12:27:46.677351,344.704835
2026-06-14T12:27:46.678779,343.393456
2026-06-14T12:27:46.680208,350.708688
2026-06-14T12:27:46.681636,361.315921
2026-06-14T12:27:46.683065,376.652742
2026-06-14T12:27:46.684494,388.847287
2026-06-14T12:27:46.685922,396.430059
2026-06-14T12:27:46.687351,405.762933
2026-06-14T12:27:46.688779,408.047702
2026-06-14T12:27:46.690208,399.968795
2026-06-14T12:27:46.691636,388.477567
2026-06-14T12:27:46.693065,374.601762
2026-06-14T12:27:46.694494,360.402986
2026-06-14T12:27:46.695922,349.241133
2026-06-14T12:27:46.697351,344.713955
2026-06-14T12:27:46.698779,344.641937
2026-06-14T12:27:46.700208,351.539747
2026-06-14T12:27:46.701636,363.554727
2026-06-14T12:27:46.703065,374.518562
2026-06-14T12:27:46.704494,386.700637
2026-06-14T12:27:46.705922,397.383006
2026-06-14T12:27:46.707351,405.929220
2026-06-14T12:27:46.708779,401.339539
2026-06-14T12:27:46.710208,399.618959
2026-06-14T12:27:46.711636,387.964894
2026-06-14T12:27:46.713065,375.258060
2026-06-14T12:27:46.714494,361.518995
2026-06-14T12:27:46.715922,352.387507
2026-06-14T12:27:46.717351,345.942958
2026-06-14T12:27:46.718779,345.714781
2026-06-14T12:27:46.720208,351.196758
2026-06-14T12:27:46.721636,361.500476
2026-06-14T12:27:46.723065,376.044673
2026-06-14T12:27:46.724494,389.119137
2026-06-14T12:27:46.725922,398.673746
2026-06-14T12:27:46.727351,406.118356
2026-06-14T12:27:46.728779,402.608258
2026-06-14T12:27:46.730208,397.975459
2026-06-14T12:27:46.731636,386.320200
2026-06-14T12:27:46.733065,377.077994
2026-06-14T12:27:46.734494,366.673655
2026-06-14T12:27:46.735922,353.550259
2026-06-14T12:27:46.737351,343.564174
2026-06-14T12:27:46.738779,345.989768
2026-06-14T12:27:46.740208,355.417235
2026-06-14T12:27:46.741636,363.308994
2026-06-14T12:27:46.743065,373.107894
2026-06-14T12:27:46.744494,386.865282
2026-06-14T12:27:46.745922,400.245814
2026-06-14T12:27:46.747351,403.817224
2026-06-14T12:27:46.748779,404.123872
2026-06-14T12:27:46.750208,398.759501
2026-06-14T12:27:46.751636,386.637689
2026-06-14T12:27:46.753065,375.991336
2026-06-14T12:27:46.754494,361.288826
2026-06-14T12:27:46.755922,351.764752
2026-06-14T12:27:46.757351,346.027317
2026-06-14T12:27:46.758779,348.667748
2026-06-14T12:27:46.760208,352.014019
2026-06-14T12:27:46.761636,362.191570
2026-06-14T12:27:46.763065,377.088792
2026-06-14T12:27:46.764494,388.025436
2026-06-14T12:27:46.765922,400.898431
2026-06-14T12:27:46.767351,402.906852
2026-06-14T12:27:46.768779,404.728541
2026-06-14T12:27:46.770208,398.889183
2026-06-14T12:27:46.771636,388.658590
2026-06-14T12:27:46.773065,373.407468
2026-06-14T12:27:46.774494,362.952514
2026-06-14T12:27:46.775922,353.234364
2026-06-14T12:27:46.777351,345.605473
2026-06-14T12:27:46.778779,345.414527
2026-06-14T12:27:46.780208,354.502193
2026-06-14T12:27:46.781636,358.922993
2026-06-14T12:27:46.783065,376.199178
2026-06-14T12:27:46.784494,388.099477
2026-06-14T12:27:46.785922,398.166553
2026-06-14T12:27:46.787351,404.317944
2026-06-14T12:27:46.788779,406.180759
2026-06-14T12:27:46.790208,398.970684
2026-06-14T12:27:46.791636,387.042163
2026-06-14T12:27:46.793065,374.958349
2026-06-14T12:27:46.794494,361.491707
2026-06-14T12:27:46.795922,351.964457
2026-06-14T12:27:46.797351,347.912270
2026-06-14T12:27:46.798779,345.204227
2026-06-14T12:27:46.800208,353.524590
2026-06-14T12:27:46.801636,361.271634
2026-06-14T12:27:46.803065,377.664944
2026-06-14T12:27:46.804494,385.831741
2026-06-14T12:27:46.805922,396.675719
2026-06-14T12:27:46.807351,403.480123
2026-06-14T12:27:46.808779,405.592706
2026-06-14T12:27:46.810208,399.421756
2026-06-14T12:27:46.811636,386.772655
2026-06-14T12:27:46.813065,376.817244
2026-06-14T12:27:46.814494,363.162982
2026-06-14T12:27:46.815922,351.235989
2026-06-14T12:27:46.817351,343.926087
2026-06-14T12:27:46.818779,343.625480
2026-06-14T12:27:46.820208,350.381442
2026-06-14T12:27:46.821636,363.434494
2026-06-14T12:27:46.823065,376.819522
2026-06-14T12:27:46.824494,388.224894
2026-06-14T12:27:46.825922,398.680609
2026-06-14T12:27:46.827351,403.636049
2026-06-14T12:27:46.828779,403.469359
2026-06-14T12:27:46.830208,400.355657
2026-06-14T12:27:46.831636,389.756830
